id_caja,peso,descripcion
7262,5.7,Sin descripcion
7263,8.4,Sin descripcion
7264,1.3,Sin descripcion
7265,5.8,Sin descripcion
7266,2.9,Sin descripcion
7267,5.6,Fragil
7268,8.7,Sin descripcion
7269,5.2,Fragil
7270,8.1,Sin descripcion
7271,4.7,Sin descripcion
7272,6.5,Fragil
7273,6.5,Sin descripcion
7274,4.1,Fragil
7275,5.4,Fragil
7276,6.2,Sin descripcion
7277,4.7,Sin descripcion
7278,8.8,Sin descripcion
7279,8.9,Fragil
7280,10.0,Fragil
7281,1.7,Fragil
7282,1.7,Fragil
7283,4.6,Fragil
7284,6.2,Fragil
7285,2.0,Fragil
7286,4.3,Fragil
7287,7.4,Sin descripcion
7288,6.8,Fragil
7289,3.1,Fragil
7290,7.5,Fragil
7291,1.5,Sin descripcion
7292,1.2,Fragil
7293,2.9,Fragil
7294,9.8,Sin descripcion
7295,1.4,Fragil
7296,6.9,Fragil
7297,2.0,Sin descripcion
7298,8.0,Sin descripcion
7299,10.0,Sin descripcion
7300,9.6,Sin descripcion
7301,8.0,Fragil
7302,9.3,Fragil
7303,3.6,Fragil
7304,5.8,Sin descripcion
7305,10.8,Fragil
7306,3.1,Fragil
7307,4.9,Fragil
7308,10.3,Fragil
7309,4.8,Sin descripcion
7310,4.3,Fragil
7311,3.7,Fragil
7312,4.0,Fragil
7313,6.5,Fragil
7314,5.7,Fragil
7315,1.5,Fragil
7316,4.4,Fragil
7317,10.9,Sin descripcion
7318,7.9,Fragil
7319,3.1,Fragil
7320,9.0,Sin descripcion
7321,10.4,Fragil
7322,3.8,Sin descripcion
7323,1.9,Fragil
7324,9.8,Fragil
7325,4.3,Sin descripcion
7326,9.2,Fragil
7327,10.6,Fragil
7328,2.2,Fragil
7329,6.0,Fragil
7330,9.0,Sin descripcion
7331,8.9,Sin descripcion
7332,8.4,Sin descripcion
7333,1.0,Fragil
7334,2.2,Sin descripcion
7335,4.8,Fragil
7336,7.6,Sin descripcion
7337,6.0,Sin descripcion
7338,2.0,Fragil
7339,4.8,Sin descripcion
7340,3.3,Sin descripcion
7341,10.7,Sin descripcion
7342,3.6,Sin descripcion
7343,10.4,Sin descripcion
7344,6.3,Sin descripcion
7345,2.7,Fragil
7346,5.8,Sin descripcion
7347,3.3,Fragil
7348,8.8,Fragil
7349,1.4,Sin descripcion
7350,10.6,Fragil
7351,10.1,Sin descripcion
7352,9.6,Fragil
7353,4.2,Fragil
7354,1.0,Sin descripcion
7355,2.6,Fragil
7356,7.9,Fragil
7357,2.6,Sin descripcion
7358,10.7,Fragil
7359,4.6,Fragil
7360,5.6,Fragil
7361,2.2,Sin descripcion
7362,10.7,Fragil
7363,4.5,Sin descripcion
7364,2.2,Fragil
7365,10.3,Sin descripcion
7366,1.4,Sin descripcion
7367,7.8,Fragil
7368,1.6,Fragil
7369,3.2,Sin descripcion
7370,3.5,Sin descripcion
7371,2.0,Fragil
7372,9.3,Fragil
7373,3.8,Fragil
7374,7.6,Sin descripcion
7375,5.7,Sin descripcion
7376,6.6,Fragil
7377,9.4,Fragil
7378,5.1,Sin descripcion
7379,4.8,Fragil
7380,2.5,Sin descripcion
7381,4.9,Sin descripcion
7382,9.3,Fragil
7383,4.9,Sin descripcion
7384,3.2,Fragil
7385,10.5,Sin descripcion
7386,4.9,Fragil
7387,4.8,Sin descripcion
7388,9.4,Sin descripcion
7389,1.0,Sin descripcion
7390,8.6,Sin descripcion
7391,7.5,Fragil
7392,3.2,Sin descripcion
7393,5.2,Fragil
7394,4.4,Sin descripcion
7395,6.5,Fragil
7396,10.0,Fragil
7397,10.0,Fragil
7398,6.8,Sin descripcion
7399,7.6,Fragil
7400,8.7,Fragil
7401,10.3,Fragil
7402,7.0,Sin descripcion
7403,4.6,Sin descripcion
7404,9.8,Sin descripcion
7405,4.4,Sin descripcion
7406,9.5,Fragil
7407,1.8,Fragil
7408,1.8,Sin descripcion
7409,2.1,Fragil
7410,1.4,Fragil
7411,5.9,Sin descripcion
7412,9.9,Sin descripcion
7413,9.7,Sin descripcion
7414,7.5,Fragil
7415,10.0,Fragil
7416,10.3,Sin descripcion
7417,6.0,Sin descripcion
7418,3.6,Fragil
7419,10.6,Sin descripcion
7420,3.9,Fragil
7421,9.0,Fragil
7422,7.3,Fragil
7423,2.6,Fragil
7424,7.6,Fragil
7425,8.3,Fragil
7426,8.4,Sin descripcion
7427,10.6,Sin descripcion
7428,3.0,Fragil
7429,7.2,Sin descripcion
7430,4.1,Fragil
7431,8.3,Sin descripcion
7432,9.1,Fragil
7433,6.2,Sin descripcion
7434,4.3,Sin descripcion
7435,5.9,Sin descripcion
7436,7.3,Fragil
7437,6.5,Sin descripcion
7438,2.3,Sin descripcion
7439,1.4,Sin descripcion
7440,9.2,Sin descripcion
7441,1.7,Fragil
7442,4.4,Sin descripcion
7443,2.7,Fragil
7444,1.4,Fragil
7445,8.9,Fragil
7446,5.1,Sin descripcion
7447,5.6,Sin descripcion
7448,5.3,Sin descripcion
7449,10.7,Fragil
7450,1.3,Fragil
7451,6.0,Sin descripcion
7452,2.5,Sin descripcion
7453,1.0,Fragil
7454,7.8,Fragil
7455,6.8,Sin descripcion
7456,3.0,Sin descripcion
7457,3.1,Sin descripcion
7458,5.8,Fragil
7459,2.0,Sin descripcion
7460,7.1,Sin descripcion
7461,3.1,Fragil
7462,8.9,Fragil
7463,5.5,Fragil
7464,8.3,Fragil
7465,8.0,Fragil
7466,2.1,Sin descripcion
7467,7.8,Sin descripcion
7468,7.7,Fragil
7469,4.6,Fragil
7470,4.8,Fragil
7471,6.4,Sin descripcion
7472,6.8,Fragil
7473,4.5,Fragil
7474,8.0,Sin descripcion
7475,6.4,Sin descripcion
7476,6.9,Sin descripcion
7477,2.5,Fragil
7478,8.7,Sin descripcion
7479,1.1,Fragil
7480,1.0,Fragil
7481,5.5,Fragil
7482,6.1,Fragil
7483,4.8,Sin descripcion
7484,3.1,Fragil
7485,2.7,Sin descripcion
7486,7.6,Fragil
7487,3.4,Sin descripcion
7488,2.0,Fragil
7489,6.5,Fragil
7490,10.1,Fragil
7491,10.2,Fragil
7492,10.5,Sin descripcion
7493,8.6,Sin descripcion
7494,3.6,Sin descripcion
7495,6.5,Fragil
7496,5.4,Sin descripcion
7497,4.3,Fragil
7498,6.3,Sin descripcion
7499,2.3,Sin descripcion
7500,2.0,Sin descripcion
7501,7.7,Fragil
7502,4.9,Fragil
7503,6.6,Fragil
7504,10.2,Sin descripcion
7505,4.6,Sin descripcion
7506,3.9,Sin descripcion
7507,8.3,Fragil
7508,5.2,Sin descripcion
7509,6.5,Fragil
7510,1.7,Fragil
7511,6.0,Fragil
7512,10.8,Sin descripcion
7513,6.1,Fragil
7514,2.1,Fragil
7515,6.0,Sin descripcion
7516,2.4,Sin descripcion
7517,6.1,Sin descripcion
7518,9.2,Fragil
7519,9.8,Sin descripcion
7520,3.6,Fragil
7521,4.6,Sin descripcion
7522,1.6,Fragil
7523,8.9,Fragil
7524,8.8,Fragil
7525,10.6,Sin descripcion
7526,5.0,Fragil
7527,10.6,Fragil
7528,2.7,Sin descripcion
7529,1.2,Fragil
7530,6.6,Fragil
7531,4.6,Sin descripcion
7532,1.5,Fragil
7533,1.7,Sin descripcion
7534,3.3,Fragil
7535,10.6,Sin descripcion
7536,8.7,Sin descripcion
7537,8.2,Fragil
7538,8.9,Fragil
7539,7.9,Sin descripcion
7540,6.2,Fragil
7541,10.9,Sin descripcion
7542,4.4,Fragil
7543,4.2,Sin descripcion
7544,2.5,Sin descripcion
7545,2.2,Sin descripcion
7546,1.3,Fragil
7547,7.4,Sin descripcion
7548,3.5,Sin descripcion
7549,7.4,Sin descripcion
7550,4.1,Fragil
7551,9.7,Fragil
7552,8.1,Sin descripcion
7553,10.3,Fragil
7554,3.3,Fragil
7555,9.4,Fragil
7556,1.3,Sin descripcion
7557,8.8,Fragil
7558,3.2,Fragil
7559,6.2,Sin descripcion
7560,3.1,Fragil
7561,4.6,Sin descripcion
7562,9.5,Sin descripcion
7563,1.3,Fragil
7564,1.2,Sin descripcion
7565,7.0,Fragil
7566,2.2,Fragil
7567,5.1,Fragil
7568,8.5,Sin descripcion
7569,9.8,Fragil
7570,9.4,Sin descripcion
7571,1.6,Fragil
7572,3.0,Fragil
7573,9.0,Sin descripcion
7574,10.9,Fragil
7575,6.2,Sin descripcion
7576,7.6,Fragil
7577,1.3,Sin descripcion
7578,4.5,Fragil
7579,6.6,Fragil
7580,4.6,Fragil
7581,3.4,Fragil
7582,6.6,Fragil
7583,1.0,Sin descripcion
7584,9.6,Fragil
7585,6.3,Fragil
7586,6.1,Fragil
7587,1.4,Fragil
7588,7.0,Fragil
7589,3.2,Sin descripcion
7590,10.3,Fragil
7591,10.5,Fragil
7592,1.1,Fragil
7593,9.5,Sin descripcion
7594,7.6,Fragil
7595,1.1,Fragil
7596,2.4,Sin descripcion
7597,5.1,Sin descripcion
7598,3.8,Sin descripcion
7599,10.6,Fragil
7600,5.0,Fragil
7601,8.1,Fragil
7602,9.3,Sin descripcion
7603,5.4,Sin descripcion
7604,6.0,Fragil
7605,2.8,Fragil
7606,2.5,Sin descripcion
7607,4.9,Sin descripcion
7608,2.2,Sin descripcion
7609,2.8,Fragil
7610,3.5,Sin descripcion
7611,9.6,Sin descripcion
7612,3.1,Sin descripcion
7613,8.9,Sin descripcion
7614,3.7,Fragil
7615,8.3,Sin descripcion
7616,1.0,Sin descripcion
7617,7.2,Fragil
7618,5.9,Sin descripcion
7619,8.4,Fragil
7620,4.2,Sin descripcion
7621,10.0,Sin descripcion
7622,8.6,Fragil
7623,8.3,Sin descripcion
7624,7.3,Fragil
7625,9.0,Fragil
7626,4.7,Sin descripcion
7627,2.7,Sin descripcion
7628,2.7,Fragil
7629,7.5,Sin descripcion
7630,3.8,Fragil
7631,6.6,Fragil
7632,7.0,Fragil
7633,9.2,Fragil
7634,2.5,Sin descripcion
7635,1.8,Sin descripcion
7636,9.3,Fragil
7637,7.7,Sin descripcion
7638,8.4,Fragil
7639,5.1,Fragil
7640,2.4,Sin descripcion
7641,8.8,Sin descripcion
7642,9.6,Sin descripcion
7643,4.3,Fragil
7644,1.7,Fragil
7645,10.9,Fragil
7646,10.9,Sin descripcion
7647,10.1,Sin descripcion
7648,1.5,Fragil
7649,5.5,Sin descripcion
7650,1.1,Fragil
7651,7.3,Sin descripcion
7652,7.6,Fragil
7653,4.7,Sin descripcion
7654,7.3,Fragil
7655,8.9,Sin descripcion
7656,8.5,Sin descripcion
7657,7.6,Fragil
7658,2.1,Fragil
7659,8.7,Fragil
7660,3.2,Sin descripcion
7661,4.9,Sin descripcion
7662,7.7,Fragil
7663,9.7,Sin descripcion
7664,2.7,Sin descripcion
7665,5.3,Sin descripcion
7666,5.6,Fragil
7667,6.5,Fragil
7668,5.2,Sin descripcion
7669,6.3,Sin descripcion
7670,5.4,Fragil
7671,6.7,Fragil
7672,8.9,Fragil
7673,1.8,Fragil
7674,8.3,Sin descripcion
7675,2.6,Fragil
7676,3.2,Fragil
7677,3.2,Fragil
7678,5.6,Sin descripcion
7679,4.7,Sin descripcion
7680,2.9,Sin descripcion
7681,10.8,Fragil
7682,7.9,Sin descripcion
7683,6.8,Sin descripcion
7684,9.1,Fragil
7685,7.2,Sin descripcion
7686,2.5,Sin descripcion
7687,8.1,Fragil
7688,2.8,Fragil
7689,3.9,Sin descripcion
7690,9.6,Sin descripcion
7691,2.7,Sin descripcion
7692,3.2,Sin descripcion
7693,9.1,Fragil
7694,8.9,Sin descripcion
7695,3.9,Fragil
7696,3.8,Fragil
7697,7.5,Fragil
7698,4.9,Fragil
7699,3.8,Fragil
7700,10.1,Sin descripcion
7701,10.7,Sin descripcion
7702,1.5,Sin descripcion
7703,10.8,Fragil
7704,2.0,Fragil
7705,4.8,Sin descripcion
7706,6.8,Sin descripcion
7707,3.1,Fragil
7708,10.2,Fragil
7709,3.3,Fragil
7710,5.6,Fragil
7711,2.1,Sin descripcion
7712,3.7,Fragil
7713,6.3,Fragil
7714,4.8,Fragil
7715,9.0,Sin descripcion
7716,2.7,Sin descripcion
7717,2.5,Sin descripcion
7718,2.1,Sin descripcion
7719,6.6,Fragil
7720,1.4,Sin descripcion
7721,3.1,Fragil
7722,6.9,Fragil
7723,6.3,Sin descripcion
7724,7.7,Sin descripcion
7725,10.8,Fragil
7726,8.7,Sin descripcion
7727,2.1,Fragil
7728,8.2,Sin descripcion
7729,7.0,Fragil
7730,10.1,Sin descripcion
7731,9.9,Sin descripcion
7732,1.8,Sin descripcion
7733,10.1,Sin descripcion
7734,6.7,Fragil
7735,4.0,Fragil
7736,1.2,Sin descripcion
7737,5.0,Fragil
7738,4.9,Fragil
7739,5.6,Fragil
7740,4.8,Fragil
7741,3.8,Fragil
7742,3.3,Sin descripcion
7743,10.9,Fragil
7744,1.4,Fragil
7745,4.3,Sin descripcion
7746,1.9,Sin descripcion
7747,9.9,Fragil
7748,1.8,Sin descripcion
7749,7.9,Fragil
7750,9.5,Sin descripcion
7751,1.7,Fragil
7752,5.9,Fragil
7753,8.0,Sin descripcion
7754,8.5,Sin descripcion
7755,6.9,Fragil
7756,4.9,Fragil
7757,8.0,Fragil
7758,5.8,Sin descripcion
7759,6.3,Sin descripcion
7760,7.7,Fragil
7761,10.2,Sin descripcion
7762,7.0,Sin descripcion
7763,7.4,Sin descripcion
7764,1.3,Fragil
7765,2.5,Sin descripcion
7766,6.6,Sin descripcion
7767,10.7,Sin descripcion
7768,7.2,Sin descripcion
7769,9.7,Fragil
7770,3.2,Sin descripcion
7771,8.2,Fragil
7772,10.1,Sin descripcion
7773,2.8,Fragil
7774,4.6,Fragil
7775,10.8,Fragil
7776,10.5,Sin descripcion
7777,1.4,Sin descripcion
7778,7.2,Fragil
7779,10.2,Sin descripcion
7780,10.2,Sin descripcion
7781,10.3,Fragil
7782,3.1,Fragil
7783,8.9,Fragil
7784,1.3,Fragil
7785,6.1,Sin descripcion
7786,5.5,Fragil
7787,5.9,Sin descripcion
7788,2.5,Fragil
7789,4.9,Sin descripcion
7790,1.6,Sin descripcion
7791,10.5,Sin descripcion
7792,3.0,Sin descripcion
7793,7.1,Sin descripcion
7794,4.5,Fragil
7795,1.4,Sin descripcion
7796,1.4,Fragil
7797,4.2,Sin descripcion
7798,3.4,Fragil
7799,7.0,Sin descripcion
7800,4.4,Fragil
7801,4.0,Fragil
7802,5.6,Fragil
7803,8.9,Fragil
7804,4.4,Sin descripcion
7805,2.5,Fragil
7806,8.3,Sin descripcion
7807,1.1,Sin descripcion
7808,1.4,Fragil
7809,5.2,Sin descripcion
7810,8.2,Fragil
7811,10.4,Fragil
7812,2.1,Fragil
7813,6.8,Fragil
7814,6.1,Fragil
7815,4.3,Sin descripcion
7816,6.2,Fragil
7817,4.2,Sin descripcion
7818,3.7,Sin descripcion
7819,9.6,Sin descripcion
7820,7.2,Fragil
7821,5.0,Sin descripcion
7822,5.3,Sin descripcion
7823,10.2,Sin descripcion
7824,10.1,Fragil
7825,8.3,Fragil
7826,4.8,Sin descripcion
7827,7.1,Sin descripcion
7828,1.2,Sin descripcion
7829,9.3,Fragil
7830,5.4,Sin descripcion
7831,6.6,Sin descripcion
7832,8.6,Sin descripcion
7833,9.4,Sin descripcion
7834,7.0,Sin descripcion
7835,2.7,Fragil
7836,7.2,Fragil
7837,6.5,Fragil
7838,3.7,Sin descripcion
7839,1.8,Fragil
7840,9.3,Sin descripcion
7841,4.5,Fragil
7842,4.1,Fragil
7843,6.2,Sin descripcion
7844,2.7,Sin descripcion
7845,7.4,Fragil
7846,8.3,Sin descripcion
7847,5.5,Fragil
7848,10.7,Fragil
7849,7.5,Sin descripcion
7850,2.2,Fragil
7851,1.5,Sin descripcion
7852,8.3,Fragil
7853,4.9,Fragil
7854,1.8,Fragil
7855,8.3,Fragil
7856,10.2,Fragil
7857,7.6,Sin descripcion
7858,7.0,Fragil
7859,9.8,Sin descripcion
7860,8.8,Fragil
7861,2.8,Fragil
7862,5.7,Fragil
7863,7.9,Fragil
7864,4.5,Fragil
7865,3.3,Fragil
7866,7.1,Sin descripcion
7867,7.3,Fragil
7868,10.0,Fragil
7869,8.7,Sin descripcion
7870,4.1,Sin descripcion
7871,9.2,Fragil
7872,1.1,Fragil
7873,2.1,Fragil
7874,9.5,Sin descripcion
7875,10.8,Sin descripcion
7876,9.1,Sin descripcion
7877,4.0,Sin descripcion
7878,9.5,Fragil
7879,2.0,Fragil
7880,8.8,Fragil
7881,7.9,Sin descripcion
7882,1.3,Sin descripcion
7883,5.7,Sin descripcion
7884,3.6,Fragil
7885,6.6,Sin descripcion
7886,3.3,Fragil
7887,6.5,Sin descripcion
7888,1.5,Fragil
7889,9.1,Sin descripcion
7890,9.6,Sin descripcion
7891,8.9,Sin descripcion
7892,2.7,Sin descripcion
7893,2.9,Fragil
7894,6.5,Fragil
7895,8.0,Sin descripcion
7896,1.5,Fragil
7897,2.6,Sin descripcion
7898,3.5,Sin descripcion
7899,10.3,Sin descripcion
7900,1.4,Fragil
7901,10.3,Fragil
7902,5.2,Fragil
7903,3.2,Fragil
7904,6.6,Fragil
7905,7.2,Sin descripcion
7906,5.8,Sin descripcion
7907,5.0,Fragil
7908,1.3,Fragil
7909,10.2,Fragil
7910,1.5,Fragil
7911,2.7,Sin descripcion
7912,7.4,Sin descripcion
7913,10.2,Sin descripcion
7914,3.8,Sin descripcion
7915,6.2,Sin descripcion
7916,6.5,Sin descripcion
7917,4.6,Fragil
7918,4.3,Sin descripcion
7919,8.9,Fragil
7920,5.3,Sin descripcion
7921,2.1,Fragil
7922,9.2,Sin descripcion
7923,6.7,Sin descripcion
7924,2.3,Fragil
7925,3.7,Fragil
7926,5.7,Sin descripcion
7927,2.9,Fragil
7928,3.1,Sin descripcion
7929,8.0,Fragil
7930,7.7,Sin descripcion
7931,10.7,Sin descripcion
7932,10.7,Fragil
7933,2.8,Fragil
7934,9.5,Fragil
7935,3.3,Fragil
7936,1.7,Sin descripcion
7937,1.0,Sin descripcion
7938,6.0,Sin descripcion
7939,1.2,Sin descripcion
7940,5.3,Sin descripcion
7941,3.1,Fragil
7942,10.1,Sin descripcion
7943,1.1,Fragil
7944,7.6,Sin descripcion
7945,1.1,Fragil
7946,8.9,Sin descripcion
7947,7.4,Sin descripcion
7948,6.4,Sin descripcion
7949,5.9,Sin descripcion
7950,10.3,Fragil
7951,10.8,Fragil
7952,3.4,Sin descripcion
7953,1.3,Sin descripcion
7954,8.7,Fragil
7955,4.9,Sin descripcion
7956,3.3,Fragil
7957,4.9,Fragil
7958,4.9,Fragil
7959,9.4,Fragil
7960,9.0,Sin descripcion
7961,5.8,Sin descripcion
7962,4.9,Sin descripcion
7963,7.9,Fragil
7964,8.3,Sin descripcion
7965,9.9,Fragil
7966,3.4,Fragil
7967,1.6,Sin descripcion
7968,6.5,Fragil
7969,1.2,Sin descripcion
7970,5.9,Fragil
7971,4.7,Fragil
7972,1.9,Sin descripcion
7973,4.3,Fragil
7974,2.5,Fragil
7975,4.4,Fragil
7976,6.8,Fragil
7977,6.8,Sin descripcion
7978,10.8,Fragil
7979,3.0,Fragil
7980,10.6,Sin descripcion
7981,9.2,Fragil
7982,3.4,Fragil
7983,9.2,Fragil
7984,3.7,Fragil
7985,8.4,Fragil
7986,1.9,Sin descripcion
7987,8.1,Sin descripcion
7988,4.1,Sin descripcion
7989,2.4,Sin descripcion
7990,8.0,Fragil
7991,10.9,Fragil
7992,8.3,Fragil
7993,10.1,Fragil
7994,6.3,Fragil
7995,7.4,Sin descripcion
7996,5.0,Fragil
7997,5.9,Sin descripcion
7998,1.8,Fragil
7999,6.1,Sin descripcion
8000,6.6,Sin descripcion
8001,8.0,Sin descripcion
8002,4.6,Fragil
8003,9.9,Fragil
8004,9.8,Sin descripcion
8005,3.3,Fragil
8006,6.8,Fragil
8007,6.1,Sin descripcion
8008,8.3,Sin descripcion
8009,4.9,Sin descripcion
8010,2.9,Sin descripcion
8011,7.5,Sin descripcion
8012,8.9,Fragil
8013,9.8,Fragil
8014,3.6,Sin descripcion
8015,5.4,Fragil
8016,6.2,Fragil
8017,3.4,Sin descripcion
8018,8.6,Sin descripcion
8019,10.5,Fragil
8020,4.4,Sin descripcion
8021,9.2,Fragil
8022,3.6,Fragil
8023,8.0,Sin descripcion
8024,9.6,Sin descripcion
8025,2.7,Fragil
8026,1.7,Sin descripcion
8027,6.1,Fragil
8028,4.7,Sin descripcion
8029,7.3,Sin descripcion
8030,6.0,Sin descripcion
8031,5.9,Fragil
8032,2.1,Fragil
8033,7.9,Sin descripcion
8034,7.0,Sin descripcion
8035,5.1,Sin descripcion
8036,1.1,Fragil
8037,2.6,Fragil
8038,1.7,Fragil
8039,7.7,Fragil
8040,1.4,Sin descripcion
8041,6.6,Sin descripcion
8042,5.0,Fragil
8043,8.8,Sin descripcion
8044,6.0,Sin descripcion
8045,7.6,Fragil
8046,2.8,Sin descripcion
8047,10.9,Sin descripcion
8048,2.1,Fragil
8049,3.6,Fragil
8050,7.6,Fragil
8051,1.7,Fragil
8052,4.1,Sin descripcion
8053,6.5,Sin descripcion
8054,6.9,Fragil
8055,2.5,Fragil
8056,8.7,Fragil
8057,7.6,Sin descripcion
8058,9.6,Sin descripcion
8059,5.6,Sin descripcion
8060,2.8,Fragil
8061,1.3,Fragil
8062,10.2,Fragil
8063,6.9,Sin descripcion
8064,3.6,Sin descripcion
8065,5.1,Fragil
8066,2.1,Sin descripcion
8067,9.4,Fragil
8068,2.3,Sin descripcion
8069,7.5,Sin descripcion
8070,2.1,Fragil
8071,4.8,Sin descripcion
8072,7.8,Fragil
8073,9.4,Sin descripcion
8074,7.3,Sin descripcion
8075,7.0,Sin descripcion
8076,5.3,Sin descripcion
8077,1.1,Sin descripcion
8078,9.2,Fragil
8079,1.0,Sin descripcion
8080,3.8,Fragil
8081,8.2,Fragil
8082,8.7,Sin descripcion
8083,5.6,Sin descripcion
8084,5.7,Sin descripcion
8085,1.0,Fragil
8086,7.1,Fragil
8087,9.0,Sin descripcion
8088,4.4,Sin descripcion
8089,1.7,Fragil
8090,8.2,Fragil
8091,3.6,Fragil
8092,2.3,Fragil
8093,4.6,Fragil
8094,1.4,Fragil
8095,3.0,Sin descripcion
8096,2.3,Fragil
8097,6.2,Fragil
8098,5.6,Fragil
8099,10.4,Fragil
8100,10.5,Fragil
8101,10.7,Sin descripcion
8102,8.7,Sin descripcion
8103,9.3,Sin descripcion
8104,5.1,Fragil
8105,5.0,Sin descripcion
8106,3.5,Sin descripcion
8107,1.9,Sin descripcion
8108,3.2,Sin descripcion
8109,8.5,Sin descripcion
8110,6.3,Sin descripcion
8111,7.7,Fragil
8112,7.7,Sin descripcion
8113,3.2,Fragil
8114,2.1,Sin descripcion
8115,1.4,Fragil
8116,10.0,Sin descripcion
8117,2.2,Sin descripcion
8118,2.6,Sin descripcion
8119,9.8,Sin descripcion
8120,10.7,Fragil
8121,4.9,Sin descripcion
8122,3.0,Sin descripcion
8123,6.2,Fragil
8124,5.7,Fragil
8125,3.5,Sin descripcion
8126,9.3,Fragil
8127,5.4,Fragil
8128,5.1,Fragil
8129,4.4,Fragil
8130,7.6,Sin descripcion
8131,5.6,Fragil
8132,8.5,Sin descripcion
8133,8.3,Fragil
8134,4.5,Sin descripcion
8135,10.6,Sin descripcion
8136,9.6,Sin descripcion
8137,7.8,Sin descripcion
8138,9.1,Sin descripcion
8139,4.9,Sin descripcion
8140,8.7,Sin descripcion
8141,3.7,Sin descripcion
8142,10.4,Sin descripcion
8143,1.9,Sin descripcion
8144,6.2,Sin descripcion
8145,7.2,Sin descripcion
8146,7.5,Fragil
8147,5.6,Fragil
8148,1.1,Fragil
8149,4.8,Fragil
8150,8.5,Sin descripcion
8151,8.6,Sin descripcion
8152,1.0,Fragil
8153,8.1,Fragil
8154,2.8,Sin descripcion
8155,1.7,Sin descripcion
8156,6.4,Fragil
8157,8.6,Fragil
8158,2.1,Sin descripcion
8159,2.3,Fragil
8160,4.7,Fragil
8161,9.3,Sin descripcion
8162,7.4,Fragil
8163,10.7,Sin descripcion
8164,7.1,Fragil
8165,4.0,Fragil
8166,10.7,Sin descripcion
8167,6.2,Fragil
8168,8.5,Fragil
8169,6.2,Fragil
8170,3.1,Sin descripcion
8171,7.0,Fragil
8172,4.8,Fragil
8173,6.3,Fragil
8174,5.7,Fragil
8175,10.7,Sin descripcion
8176,10.0,Sin descripcion
8177,9.0,Sin descripcion
8178,4.5,Sin descripcion
8179,9.7,Fragil
8180,5.2,Sin descripcion
8181,5.1,Fragil
8182,8.6,Sin descripcion
8183,6.2,Sin descripcion
8184,7.5,Sin descripcion
8185,9.4,Sin descripcion
8186,6.5,Fragil
8187,6.1,Sin descripcion
8188,8.1,Sin descripcion
8189,7.6,Sin descripcion
8190,8.5,Fragil
8191,9.7,Sin descripcion
8192,3.9,Fragil
8193,4.3,Fragil
8194,3.6,Sin descripcion
8195,7.5,Sin descripcion
8196,4.6,Fragil
8197,7.1,Fragil
8198,1.7,Sin descripcion
8199,2.9,Sin descripcion
8200,1.3,Fragil
8201,8.1,Fragil
8202,5.5,Sin descripcion
8203,2.8,Fragil
8204,8.7,Sin descripcion
8205,1.1,Fragil
8206,10.9,Sin descripcion
8207,1.0,Sin descripcion
8208,3.1,Sin descripcion
8209,8.9,Fragil
8210,7.9,Sin descripcion
8211,9.8,Sin descripcion
8212,1.1,Sin descripcion
8213,4.2,Sin descripcion
8214,10.6,Sin descripcion
8215,10.8,Fragil
8216,2.7,Sin descripcion
8217,6.5,Fragil
8218,7.0,Fragil
8219,1.3,Fragil
8220,8.1,Sin descripcion
8221,10.0,Fragil
8222,5.3,Sin descripcion
8223,7.1,Fragil
8224,7.3,Fragil
8225,10.9,Fragil
8226,5.5,Fragil
8227,2.8,Fragil
8228,3.8,Fragil
8229,4.8,Sin descripcion
8230,1.9,Sin descripcion
8231,10.1,Fragil
8232,4.5,Sin descripcion
8233,2.1,Sin descripcion
8234,8.5,Sin descripcion
8235,7.0,Sin descripcion
8236,1.0,Fragil
8237,5.1,Fragil
8238,5.0,Sin descripcion
8239,3.1,Fragil
8240,8.1,Sin descripcion
8241,9.9,Fragil
8242,7.2,Sin descripcion
8243,4.2,Fragil
8244,7.9,Fragil
8245,10.4,Fragil
8246,5.4,Fragil
8247,1.8,Fragil
8248,7.2,Sin descripcion
8249,3.0,Sin descripcion
8250,1.6,Fragil
8251,10.5,Fragil
8252,8.7,Sin descripcion
8253,8.3,Sin descripcion
8254,6.9,Sin descripcion
8255,5.3,Fragil
8256,8.8,Sin descripcion
8257,7.4,Fragil
8258,7.6,Sin descripcion
8259,10.9,Sin descripcion
8260,5.0,Fragil
8261,4.2,Sin descripcion
8262,2.4,Fragil
8263,9.3,Fragil
8264,1.1,Fragil
8265,5.4,Fragil
8266,9.2,Fragil
8267,5.8,Sin descripcion
8268,2.0,Sin descripcion
8269,1.9,Sin descripcion
8270,1.7,Fragil
8271,9.4,Fragil
8272,9.0,Sin descripcion
8273,7.6,Sin descripcion
8274,9.9,Sin descripcion
8275,2.0,Fragil
8276,5.6,Sin descripcion
8277,2.2,Fragil
8278,7.0,Sin descripcion
8279,6.2,Sin descripcion
8280,2.5,Fragil
8281,10.9,Fragil
8282,5.7,Sin descripcion
8283,6.5,Sin descripcion
8284,2.2,Sin descripcion
8285,8.3,Fragil
8286,8.1,Fragil
8287,2.6,Fragil
8288,9.7,Sin descripcion
8289,6.0,Fragil
8290,9.5,Fragil
8291,5.0,Sin descripcion
8292,1.7,Sin descripcion
8293,5.3,Fragil
8294,3.6,Sin descripcion
8295,5.7,Sin descripcion
8296,3.8,Sin descripcion
8297,6.7,Sin descripcion
8298,7.7,Fragil
8299,10.1,Sin descripcion
