id,nombre,precio,numero_cajas,tipo,tamaño,color,descripcion,dimensiones,material,carga,frecuencia,potencia,tension
2377,KIVIK,3040000,2,living,,,,2x6x2,Plastico,22,,,
2826,MICKE,140000,5,living,,,,5x2x2,Madera,17,,,
2220,STOCKSUND,2156000,1,living,,,,1x8x10,Reciclado,3,,,
848,FABRIKÖR,508800,1,living,,,,9x4x5,Organico,1,,,
1854,SMÅGÖRA,220000,5,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
2025,UTTER,36000,2,living,,,,4x6x1,Reciclado,22,,,
587,HEJNE,588000,5,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
3122,KLIMPEN,380000,2,living,,,,1x2x10,Plastico,7,,,
2650,KALLAX,360000,3,living,,,,6x7x3,Organico,28,,,
1516,INGATORP / INGOLF,2412000,4,living,,,,10x8x3,Plastico,10,,,
2244,SANDBACKEN,1472800,1,living,,,,6x5x7,Madera,21,,,
532,IVAR,36000,3,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
3488,PAX,1812000,1,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
1608,RAST,111200,5,dormitorio,Grande,Rojo,Uno de los productos mas vendidos,,,,,,
2125,SOLLERÖN,997600,2,living,,,,2x5x1,Madera,7,,,
2982,IDÅSEN,1036000,5,living,,,,6x5x6,Organico,4,,,
3127,KLIMPEN / LALLE,680000,3,living,,,,10x6x10,Madera,39,,,
569,JONAXEL,312000,5,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
2339,SANDARED,356000,4,living,,,,1x2x8,Madera,37,,,
782,IVAR,810400,3,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
2263,HEMNES,1196000,3,living,,,,8x2x5,Reciclado,20,,,
1876,BUSUNGE,516000,2,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
1338,STRÅFLY,12000,3,living,,,,8x4x8,Reciclado,42,,,
2632,LINNMON / ADILS,216000,3,living,,,,10x8x4,Organico,43,,,
1427,TORSBY / BERNHARD,3100000,2,living,,,,5x4x10,Reciclado,5,,,
510,VITTSJÖ,512000,4,dormitorio,Grande,Verde,Sin descripcion,,,,,,
610,JONAXEL,664000,1,dormitorio,Mediano,Violeta,Sin descripcion,,,,,,
1231,ÖRFJÄLL,180000,3,living,,,,1x9x4,Madera,47,,,
1686,JONAXEL,184000,4,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
1114,JANINGE,476000,4,living,,,,1x7x9,Reciclado,15,,,
3586,PLATSA,2490400,5,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
3688,PAX / MEHAMN/AULI,1636000,4,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
2277,VIMLE,4424000,2,living,,,,3x3x4,Organico,12,,,
1844,STUVA / FRITIDS,584000,5,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
448,JONAXEL,92000,5,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
910,BESTÅ,80000,2,living,,,,9x1x10,Reciclado,30,,,
711,EKET,16000,4,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
2776,MALM,132000,1,living,,,,7x5x9,Reciclado,38,,,
1771,GODISHUS,316000,1,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
2301,SANDARED,276000,1,living,,,,5x7x2,Plastico,12,,,
2684,LINNMON / ADILS,240000,1,living,,,,1x8x10,Organico,17,,,
3558,PLATSA,2794400,4,dormitorio,Pequeño,Azul,Sin descripcion,,,,,,
3257,BROR,396000,4,living,,,,1x7x4,Organico,1,,,
2851,TRANARÖ,76000,1,living,,,,10x9x10,Plastico,18,,,
2845,INGATORP,476000,1,living,,,,10x7x6,Plastico,27,,,
3141,MELLTORP / MARIUS,239200,2,living,,,,5x7x7,Plastico,23,,,
1847,LANGUR,188000,4,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
1600,LANEBERG / SVENBERTIL,1180000,5,living,,,,10x1x8,Organico,29,,,
2205,SÖDERHAMN,1036000,1,living,,,,2x9x10,Madera,18,,,
2539,LANDSKRONA,1440000,2,living,,,,4x9x8,Plastico,23,,,
3013,INGATORP / INGOLF,2092000,5,living,,,,1x7x4,Plastico,34,,,
2259,FLOTTEBO,1788800,4,living,,,,6x4x4,Organico,47,,,
1564,LISABO / JANINGE,1276000,5,living,,,,10x6x1,Reciclado,47,,,
372,HEJNE,564000,3,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
3117,KLIMPEN,1212000,5,living,,,,2x10x2,Organico,10,,,
712,BROR,536000,4,dormitorio,Mediano,Violeta,Uno de los productos mas vendidos,,,,,,
2991,ÅMLIDEN / OLOV,396000,4,living,,,,6x10x8,Reciclado,2,,,
3438,MOSSARYD,23200,1,living,,,,5x1x9,Organico,35,,,
3499,SYVDE,476000,4,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
427,JONAXEL,184000,5,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
1870,LEN,71200,5,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
858,HEMNES,476000,3,living,,,,3x3x8,Reciclado,37,,,
3026,NORRÅKER / RÖNNINGE,1580800,3,living,,,,8x6x6,Plastico,47,,,
1418,HENRIKSDAL,236000,2,living,,,,5x3x6,Reciclado,46,,,
1698,GALANT,1436000,2,dormitorio,Grande,Rojo,Uno de los productos mas vendidos,,,,,,
209,HOLMSUND,2396000,3,dormitorio,Mediano,Verde,Sin descripcion,,,,,,
3243,NISSAFORS,79200,4,living,,,,1x5x6,Plastico,14,,,
1749,ÖRFJÄLL,156000,3,dormitorio,Grande,Violeta,Uno de los productos mas vendidos,,,,,,
1878,GULLIVER,636000,4,dormitorio,Mediano,Violeta,Sin descripcion,,,,,,
2643,KNARREVIK,31200,3,living,,,,1x2x4,Plastico,34,,,
836,LIATORP,1076000,1,living,,,,5x3x1,Reciclado,25,,,
1375,NOMINELL,100000,2,living,,,,8x1x1,Organico,8,,,
3535,PAX,1932000,5,dormitorio,Grande,Amarillo,Uno de los productos mas vendidos,,,,,,
1108,NORRARYD,316000,1,living,,,,1x1x4,Plastico,24,,,
797,IVAR,60000,2,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
2309,DELAKTIG,60000,5,living,,,,6x6x7,Plastico,15,,,
2604,GRÖNLID,1000000,2,living,,,,3x7x4,Madera,10,,,
2276,VIMLE,2828000,2,living,,,,8x2x8,Organico,16,,,
2621,LIDHULT,6198400,4,living,,,,4x9x3,Organico,27,,,
184,GONATT,876000,4,dormitorio,Mediano,Rojo,Sin descripcion,,,,,,
3324,BESTÅ,636000,5,living,,,,4x2x6,Organico,38,,,
708,BROR,424000,5,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
2819,LINNMON / LERBERG,212000,4,living,,,,4x1x10,Plastico,46,,,
502,BESTÅ,88000,2,dormitorio,Grande,Azul,Sin descripcion,,,,,,
579,MÖLLARP,13600,2,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
739,SVALNÄS,1116000,1,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
3563,PAX,1408000,4,dormitorio,Mediano,Verde,Sin descripcion,,,,,,
1283,POÄNG,36000,3,living,,,,4x2x5,Plastico,7,,,
2060,SJÄLLAND,1381600,4,living,,,,3x3x3,Organico,19,,,
3466,KLEPPSTAD,279200,1,dormitorio,Grande,Verde,Sin descripcion,,,,,,
1484,MÖRBYLÅNGA / LEIFARNE,2932000,3,living,,,,2x10x5,Plastico,21,,,
1769,TROFAST,220000,3,dormitorio,Grande,Azul,Sin descripcion,,,,,,
1243,LIDHULT,1436000,2,living,,,,3x3x5,Organico,20,,,
2029,PRÄSTHOLM,556000,1,living,,,,7x1x5,Madera,5,,,
3327,HEMNES,1908000,3,living,,,,3x3x7,Madera,12,,,
2989,BEKANT,1036000,2,living,,,,3x2x1,Plastico,3,,,
3458,RAKKESTAD,276000,4,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
892,EKET,284800,1,living,,,,10x8x1,Plastico,37,,,
3302,HEMNES,2708800,5,living,,,,2x8x6,Madera,13,,,
1085,VASSVIKEN,120000,2,living,,,,4x9x9,Organico,37,,,
109,SNIGLAR,236000,4,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
860,BRYGGJA,477600,2,living,,,,4x3x6,Plastico,40,,,
2285,KLIPPAN,236000,3,living,,,,8x9x10,Reciclado,17,,,
580,BROR,300000,5,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
2226,GAMLARP,2236000,4,living,,,,2x4x4,Madera,43,,,
2365,FÄRLÖV,476800,2,living,,,,2x1x10,Reciclado,20,,,
3249,VADHOLMA,1836000,5,living,,,,9x4x7,Madera,13,,,
2988,TINGBY,796000,2,living,,,,1x7x4,Madera,26,,,
2741,LINNMON / HILVER,620000,2,living,,,,4x10x8,Plastico,42,,,
3382,HANVIKEN,40000,1,living,,,,2x2x1,Reciclado,35,,,
1744,STRANDMON,396000,3,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
2233,KIVIK,5236000,1,living,,,,7x4x1,Reciclado,44,,,
2038,FANBYN,220000,4,living,,,,3x6x1,Reciclado,19,,,
2454,VIMLE,1644000,4,living,,,,8x9x10,Madera,50,,,
2905,VÄDRA,24000,5,living,,,,9x1x6,Plastico,38,,,
3059,GLASHOLM,276000,2,living,,,,6x2x10,Plastico,6,,,
1971,SOLLERÖN,3826400,4,living,,,,7x8x3,Reciclado,35,,,
781,SVALNÄS,1296000,1,dormitorio,Pequeño,Verde,Sin descripcion,,,,,,
2131,KUNGSÖ,119200,5,living,,,,1x4x7,Reciclado,24,,,
2908,ÖVRARYD,508000,1,living,,,,3x7x5,Organico,31,,,
2940,INGATORP,756000,2,living,,,,10x10x8,Reciclado,25,,,
19,FRANKLIN,119200,5,living,,,,7x3x8,Reciclado,26,,,
2706,LINNMON / ALEX,312000,2,living,,,,10x9x3,Organico,14,,,
166,MARKERAD,873600,2,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
894,HÄLLAN,520000,1,living,,,,4x10x1,Organico,19,,,
2688,LINNMON / ALEX,384000,2,living,,,,4x2x10,Reciclado,8,,,
1153,IKEA PS GULLHOLMEN,236000,5,living,,,,5x10x9,Organico,3,,,
2597,LIDHULT,676000,3,living,,,,5x3x4,Organico,38,,,
961,KALLRÖR,20000,5,living,,,,2x3x4,Organico,14,,,
3616,PAX,3124000,4,dormitorio,Grande,Rojo,Uno de los productos mas vendidos,,,,,,
1756,TROFAST,280000,3,dormitorio,Mediano,Amarillo,Uno de los productos mas vendidos,,,,,,
5,INGOLF,276000,4,living,,,,6x4x6,Madera,30,,,
1782,TROFAST,200000,1,dormitorio,Pequeño,Violeta,Uno de los productos mas vendidos,,,,,,
1567,EKEDALEN / HENRIKSDAL,2212000,4,living,,,,6x2x4,Plastico,12,,,
2508,LIDHULT,3596000,3,living,,,,1x1x2,Plastico,32,,,
318,HYLLIS,67200,3,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
1730,LOBERGET / SIBBEN,76000,4,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
2402,POÄNG,220000,4,living,,,,4x3x7,Organico,5,,,
105,KURA,596000,1,dormitorio,Grande,Verde,Sin descripcion,,,,,,
1578,RYDEBÄCK/BACKARYD / JANINGE,1116000,4,living,,,,9x8x1,Plastico,4,,,
2053,ÄPPLARÖ,340000,4,living,,,,1x5x3,Organico,11,,,
1710,BEKANT,751200,3,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
660,JONAXEL,708000,1,dormitorio,Grande,Amarillo,Uno de los productos mas vendidos,,,,,,
3579,PAX,796000,4,dormitorio,Mediano,Verde,Sin descripcion,,,,,,
2707,BRIMNES,124000,5,living,,,,5x3x2,Madera,26,,,
3180,LISABO / SVENBERTIL,1340000,3,living,,,,7x9x3,Reciclado,24,,,
1313,LÅNGFJÄLL,436000,2,living,,,,9x7x9,Organico,6,,,
2823,GERTON,1028000,3,living,,,,2x8x4,Reciclado,6,,,
3681,ELVARLI,1405600,4,dormitorio,Pequeño,Amarillo,Uno de los productos mas vendidos,,,,,,
3602,PLATSA,628000,4,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
3033,LERHAMN,319200,3,living,,,,10x8x5,Reciclado,21,,,
2028,ASKHOLMEN,124000,2,living,,,,9x8x6,Madera,50,,,
1943,TROFAST,132000,3,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
1358,TÄRENDÖ / GUNDE,196000,5,living,,,,7x8x3,Organico,47,,,
675,ALGOT,187200,1,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
1210,BINGSTA,556000,3,living,,,,1x7x4,Reciclado,10,,,
1339,TRANARÖ,76000,4,living,,,,5x10x6,Organico,10,,,
2967,BEKANT,2336000,3,living,,,,8x9x4,Reciclado,36,,,
225,KURA,100000,4,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
3698,Panel LED 60x60,29990,2,iluminacion,,Blanco frío,Fragil,,,,50,45,120
2148,FRÖSÖN/DUVHOLMEN,116000,3,living,,,,4x7x8,Plastico,29,,,
3317,BRIMNES,1012000,3,living,,,,2x3x8,Plastico,9,,,
808,KALLAX,200000,3,living,,,,7x9x10,Plastico,29,,,
3344,BESTÅ,1296000,3,living,,,,7x6x7,Madera,2,,,
3270,TIMMERVIKEN,80000,4,living,,,,7x8x6,Plastico,11,,,
2948,NORDLI,340000,3,living,,,,8x2x7,Plastico,10,,,
153,SUNDVIK,679200,5,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
2792,MALMSTA,476000,3,living,,,,1x8x9,Organico,17,,,
552,ENERYDA,28000,2,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
1239,ANTILOP,88000,3,living,,,,4x10x5,Plastico,31,,,
2306,HEMNES,1196000,1,living,,,,5x3x9,Organico,21,,,
1412,EKERÖ,636000,3,living,,,,8x4x1,Organico,12,,,
2051,ÄPPLARÖ,1156000,2,living,,,,4x7x5,Organico,15,,,
1660,NORDLI,736000,4,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
3077,BEKANT,2300000,5,living,,,,9x9x3,Reciclado,45,,,
574,NOTVIKEN,48000,4,dormitorio,Pequeño,Verde,Uno de los productos mas vendidos,,,,,,
1033,BILLSBRO,20000,2,living,,,,1x5x9,Organico,22,,,
1614,KULLEN,71200,3,dormitorio,Grande,Rojo,Sin descripcion,,,,,,
3589,PAX,3168000,4,dormitorio,Grande,Verde,Uno de los productos mas vendidos,,,,,,
2444,LANDSKRONA,4396000,5,living,,,,4x4x4,Madera,47,,,
2235,STRANDMON,240000,2,living,,,,4x4x3,Reciclado,33,,,
326,BESTÅ,20000,3,dormitorio,Grande,Verde,Sin descripcion,,,,,,
2093,SJÄLLAND,252800,2,living,,,,8x9x10,Madera,3,,,
3306,BESTÅ,2384000,2,living,,,,6x2x1,Reciclado,38,,,
3638,ELVARLI,944800,2,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
2443,DELAKTIG,2480000,4,living,,,,1x9x5,Madera,3,,,
281,HEJNE,132000,1,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
3301,LIATORP,3224000,5,living,,,,6x1x9,Reciclado,50,,,
1917,TROFAST,292000,3,dormitorio,Mediano,Amarillo,Uno de los productos mas vendidos,,,,,,
2082,HAVSTEN,3256000,4,living,,,,6x5x10,Organico,26,,,
3480,PLATSA,2096000,1,dormitorio,Pequeño,Violeta,Sin descripcion,,,,,,
3313,BESTÅ,1112000,1,living,,,,8x2x1,Plastico,46,,,
3239,NORDVIKEN / LEIFARNE,1820000,5,living,,,,7x7x6,Madera,24,,,
2215,SANDARED,196000,5,living,,,,2x4x1,Madera,2,,,
2739,TYSSEDAL,600000,4,living,,,,3x6x9,Organico,5,,,
2685,ALEX,636000,3,living,,,,2x5x10,Madera,8,,,
1558,HENRIKSDAL,348000,3,living,,,,6x6x3,Plastico,13,,,
2904,BEKANT,751200,4,living,,,,3x7x5,Plastico,6,,,
1532,FJÄLLBERGET,796000,2,living,,,,5x5x10,Reciclado,4,,,
652,HISHULT,13600,2,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
2108,SJÄLLAND,272000,5,living,,,,2x10x5,Madera,8,,,
603,IVAR,108000,3,dormitorio,Pequeño,Violeta,Uno de los productos mas vendidos,,,,,,
3204,HILVER / GERTON,532000,2,living,,,,2x1x8,Organico,21,,,
647,IVAR,1496000,4,dormitorio,Pequeño,Azul,Uno de los productos mas vendidos,,,,,,
983,BAGGANÄS,40000,4,living,,,,9x4x2,Madera,4,,,
1240,JUSTINA,15200,2,living,,,,2x1x1,Reciclado,37,,,
3379,ENERYDA,28000,1,living,,,,1x1x10,Madera,6,,,
2132,MAMMUT,103200,3,living,,,,3x7x9,Plastico,5,,,
814,BILLY / OXBERG,252000,2,living,,,,6x6x4,Reciclado,29,,,
2055,SOLLERÖN,415200,3,living,,,,3x2x8,Madera,44,,,
1458,INGATORP / INGOLF,2092000,2,living,,,,1x1x7,Madera,49,,,
1143,LÅNGFJÄLL,556000,4,living,,,,1x3x2,Organico,35,,,
2192,BESTÅ,1320000,4,living,,,,3x5x7,Organico,35,,,
920,SELSVIKEN,100000,1,living,,,,1x3x9,Plastico,26,,,
2554,GRÖNLID,720000,4,living,,,,8x6x10,Madera,25,,,
2980,SKOGSTORP,1436000,3,living,,,,9x1x10,Plastico,27,,,
1655,BUSUNGE,316000,2,dormitorio,Grande,Amarillo,Sin descripcion,,,,,,
2238,ASKEBY,796000,5,living,,,,4x10x2,Plastico,27,,,
2893,BEKANT,896000,1,living,,,,8x4x2,Madera,24,,,
311,VITTSJÖ,443200,3,dormitorio,Grande,Verde,Sin descripcion,,,,,,
2997,LINNMON / LERBERG,212000,1,living,,,,9x4x7,Reciclado,47,,,
822,BESTÅ,736000,2,living,,,,8x4x4,Madera,34,,,
717,OXBERG,64000,2,dormitorio,Mediano,Amarillo,Sin descripcion,,,,,,
2224,NORSBORG,2640000,1,living,,,,3x1x2,Reciclado,21,,,
2573,HOLMSUND,440000,2,living,,,,4x1x6,Plastico,41,,,
2308,SÖDERHAMN,356000,5,living,,,,3x3x2,Plastico,20,,,
1982,HAVSTEN,3828000,1,living,,,,3x2x2,Madera,16,,,
3647,PAX,2496000,5,dormitorio,Mediano,Amarillo,Uno de los productos mas vendidos,,,,,,
501,BILLY,24000,5,dormitorio,Pequeño,Rojo,Sin descripcion,,,,,,
3297,BESTÅ,380000,4,living,,,,1x3x1,Plastico,33,,,
1294,FRANKLIN,119200,3,living,,,,4x7x7,Organico,4,,,
2717,MALMSTA,716000,3,living,,,,2x1x8,Madera,16,,,
2754,INGATORP,1156000,5,living,,,,9x6x2,Madera,2,,,
3620,ELVARLI,1127200,5,dormitorio,Grande,Verde,Sin descripcion,,,,,,
3008,BEKANT,884000,2,living,,,,2x10x10,Organico,9,,,
1857,ANTILOP,88000,5,dormitorio,Pequeño,Violeta,Uno de los productos mas vendidos,,,,,,
2188,REGISSÖR,636800,1,living,,,,6x9x10,Organico,50,,,
2714,LIATORP,196000,5,living,,,,10x5x7,Organico,27,,,
1124,SKRUVSTA,436000,3,living,,,,9x4x9,Organico,22,,,
1893,STUVA / FRITIDS,980000,2,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
1630,JONAXEL,108000,1,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
1315,LÅNGFJÄLL,516000,3,living,,,,3x2x10,Reciclado,13,,,
1218,TÄRENDÖ / ADDE,228000,5,living,,,,8x7x5,Organico,17,,,
1904,STUVA / FRITIDS,584000,3,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
3024,INGATORP / INGATORP,2580000,2,living,,,,8x3x8,Reciclado,27,,,
689,ALGOT,381600,1,dormitorio,Mediano,Rojo,Sin descripcion,,,,,,
1975,SJÄLLAND,144000,3,living,,,,10x4x6,Organico,33,,,
1426,MÖRBYLÅNGA / BERNHARD,5572000,3,living,,,,6x10x3,Reciclado,37,,,
819,BILLY / OXBERG,156000,1,living,,,,7x9x2,Plastico,48,,,
69,LAUVIK,1383200,3,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
1568,LISABO / SVENBERTIL,1180000,1,living,,,,4x9x6,Plastico,37,,,
3215,EKEDALEN / HENRIKSDAL,1580000,2,living,,,,7x9x9,Plastico,8,,,
816,EKET,301600,2,living,,,,3x5x10,Plastico,50,,,
91,SONGESAND,456000,4,dormitorio,Grande,Amarillo,Uno de los productos mas vendidos,,,,,,
3371,KALLRÖR,20000,1,living,,,,5x6x9,Madera,23,,,
2848,PÅHL,336000,3,living,,,,1x6x1,Organico,15,,,
909,BESTÅ,408000,3,living,,,,7x6x10,Plastico,8,,,
3600,PAX,3148000,1,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
2381,POÄNG,196000,4,living,,,,2x4x2,Organico,19,,,
3221,KLIMPEN / TORSKLINT,760000,1,living,,,,10x3x3,Madera,24,,,
219,FRIHETEN,1476000,2,dormitorio,Grande,Verde,Uno de los productos mas vendidos,,,,,,
2182,LIXHULT,280000,1,living,,,,9x9x7,Organico,43,,,
2426,NORSBORG,256000,2,living,,,,10x7x3,Madera,11,,,
2441,SANDBACKEN,264000,3,living,,,,8x6x7,Reciclado,40,,,
2613,GRÖNLID,836000,4,living,,,,3x2x10,Plastico,11,,,
933,LIXHULT,213600,5,living,,,,2x8x4,Organico,30,,,
3584,PAX,1192000,3,dormitorio,Mediano,Rojo,Sin descripcion,,,,,,
1963,ÄPPLARÖ,672800,5,living,,,,5x10x7,Reciclado,13,,,
687,GALANT,556000,1,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
1822,LANGUR,320000,2,dormitorio,Pequeño,Amarillo,Sin descripcion,,,,,,
3108,LINNMON / OLOV,228000,4,living,,,,1x2x6,Organico,11,,,
844,LIATORP,1156000,3,living,,,,6x6x8,Madera,29,,,
1414,POÄNG,968000,1,living,,,,2x4x2,Plastico,34,,,
1987,ÄPPLARÖ,596000,3,living,,,,9x9x7,Reciclado,29,,,
45,NORRÅKER / NORRÅKER,1012800,1,living,,,,10x10x7,Reciclado,17,,,
2496,VIMLE,280000,2,living,,,,7x8x2,Plastico,8,,,
1806,BUSUNGE,316000,2,dormitorio,Mediano,Rojo,Uno de los productos mas vendidos,,,,,,
2910,BEKANT,540000,3,living,,,,5x5x2,Reciclado,45,,,
3716,Panel LED 120x30,26990,3,iluminacion,,Blanco frío,Fragil,,,,50,35,220
3,STIG,55200,2,living,,,,4x9x10,Reciclado,30,,,
2246,EKTORP,1876000,5,living,,,,2x1x3,Plastico,22,,,
2317,GRÖNLID,48000,1,living,,,,7x2x2,Reciclado,17,,,
1286,INGATORP / INGOLF,1380000,3,living,,,,10x8x4,Organico,5,,,
1618,ALEX,440000,3,dormitorio,Pequeño,Verde,Sin descripcion,,,,,,
601,BESTÅ,920000,1,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
3263,VADHOLMA,1196000,5,living,,,,4x10x3,Plastico,10,,,
1694,KLIMPEN,396000,3,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
3258,RIMFORSA,1596000,4,living,,,,4x2x2,Madera,43,,,
2955,GAMLEBY,1980000,5,living,,,,9x8x10,Organico,27,,,
3468,VUKU,39200,1,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
2929,LINNMON / OLOV,280800,4,living,,,,5x4x10,Organico,22,,,
1198,JÄRVFJÄLLET,756000,5,living,,,,7x8x6,Madera,32,,,
1871,STUVA / FRITIDS,648000,4,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
2348,VIMLE,2684000,3,living,,,,1x7x1,Plastico,25,,,
1102,NORRÅKER,380800,1,living,,,,6x7x7,Reciclado,49,,,
3663,PLATSA,1796800,3,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
1966,HAVSTEN,760000,2,living,,,,1x3x7,Organico,24,,,
1676,STUVA / FRITIDS,332000,5,dormitorio,Mediano,Amarillo,Uno de los productos mas vendidos,,,,,,
1753,MAMMUT,23200,3,dormitorio,Grande,Verde,Sin descripcion,,,,,,
2941,MELLTORP / ADDE,287200,1,living,,,,8x4x8,Madera,12,,,
2899,INGATORP,476000,2,living,,,,2x2x4,Plastico,20,,,
121,SLÄKT,1116000,4,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
3405,BAGGANÄS,21600,3,living,,,,9x3x8,Organico,6,,,
962,ÖSTERNÄS,39200,4,living,,,,5x5x9,Reciclado,18,,,
907,ENERYDA,17600,5,living,,,,2x3x8,Madera,20,,,
3652,PAX / SEKKEN,1804000,4,dormitorio,Grande,Verde,Sin descripcion,,,,,,
3513,PLATSA,1270400,5,dormitorio,Grande,Azul,Uno de los productos mas vendidos,,,,,,
2736,INGO,220000,2,living,,,,1x8x1,Organico,18,,,
3261,TORNVIKEN,1196000,5,living,,,,3x2x10,Madera,25,,,
651,BILLSBRO,12000,2,dormitorio,Pequeño,Rojo,Uno de los productos mas vendidos,,,,,,
3093,NORDVIKEN,1196000,1,living,,,,2x1x4,Plastico,5,,,
324,STUK,28000,4,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
2760,LINNMON,40800,3,living,,,,2x1x7,Reciclado,3,,,
1877,SUNDVIK,556000,1,dormitorio,Mediano,Violeta,Sin descripcion,,,,,,
3086,MÖRBYLÅNGA / LEIFARNE,2932000,3,living,,,,8x2x10,Madera,29,,,
2313,KUNGSHAMN,468000,5,living,,,,9x9x3,Plastico,18,,,
1342,GAMLARED / STEFAN,452000,5,living,,,,6x8x9,Reciclado,10,,,
3418,HISHULT,13600,5,living,,,,9x6x3,Reciclado,42,,,
3156,KLIMPEN,440000,2,living,,,,6x2x7,Organico,49,,,
441,BESTÅ,864800,1,dormitorio,Pequeño,Amarillo,Uno de los productos mas vendidos,,,,,,
73,TYSSEDAL,1116000,4,dormitorio,Mediano,Verde,Uno de los productos mas vendidos,,,,,,
3678,PAX,2444000,4,dormitorio,Grande,Azul,Sin descripcion,,,,,,
238,VIMLE,6212000,1,dormitorio,Mediano,Violeta,Sin descripcion,,,,,,
2183,BESTÅ,712000,1,living,,,,8x2x8,Organico,12,,,
2298,STOCKHOLM 2017,4348800,5,living,,,,1x2x5,Organico,36,,,
2136,SJÄLLAND,540800,2,living,,,,3x8x8,Plastico,20,,,
2782,TYSSEDAL,740000,3,living,,,,1x4x3,Reciclado,24,,,
519,SKUBB,39200,1,dormitorio,Grande,Violeta,Sin descripcion,,,,,,
694,ALGOT,307040,2,dormitorio,Mediano,Azul,Uno de los productos mas vendidos,,,,,,
1112,JANINGE,180000,2,living,,,,10x8x5,Madera,47,,,
2797,FUSION,956800,3,living,,,,9x6x1,Reciclado,30,,,
3087,VANGSTA / TEODORES,676000,5,living,,,,3x7x9,Reciclado,11,,,
3209,TINGBY / LEIFARNE,1732000,1,living,,,,1x8x2,Plastico,12,,,
1401,EKEDALEN / EKEDALEN,1876000,2,living,,,,10x1x5,Reciclado,33,,,
3303,UPPLEVA,116000,2,living,,,,8x5x10,Reciclado,41,,,
1859,SOLGUL,316000,3,dormitorio,Mediano,Azul,Sin descripcion,,,,,,
812,DETOLF,236000,1,living,,,,5x4x9,Organico,37,,,
3428,SULARP,36400,5,living,,,,9x6x3,Reciclado,16,,,
2057,VÄDDÖ,60000,2,living,,,,10x7x1,Organico,45,,,
2533,BRÅTHULT,244000,2,living,,,,10x9x4,Reciclado,17,,,
