id,id_producto,peso,descripcion
0,155,1.2,Fragil
0,2304,2.9,Fragil
1,3131,9.8,Sin descripcion
0,2875,1.4,Fragil
1,3717,6.9,Fragil
2,1737,2.0,Sin descripcion
2,358,8.0,Sin descripcion
0,1171,10.0,Sin descripcion
0,2794,9.6,Sin descripcion
0,1536,8.0,Fragil
2,1542,9.3,Fragil
1,3496,3.6,Fragil
0,829,5.8,Sin descripcion
1,3032,10.8,Fragil
0,3171,3.1,Fragil
1,85,4.9,Fragil
3,31,10.3,Fragil
1,1698,4.8,Sin descripcion
3,3415,4.3,Fragil
0,3245,3.7,Fragil
1,3688,4.0,Fragil
2,3356,6.5,Fragil
1,2112,5.7,Fragil
1,2665,1.5,Fragil
0,1365,4.4,Fragil
0,3189,10.9,Sin descripcion
0,979,7.9,Fragil
0,1998,3.1,Fragil
1,3692,9.0,Sin descripcion
0,3503,10.4,Fragil
0,1113,3.8,Sin descripcion
0,1564,1.9,Fragil
1,41,9.8,Fragil
0,1061,4.3,Sin descripcion
2,608,9.2,Fragil
1,258,10.6,Fragil
1,1838,2.2,Fragil
4,2237,6.0,Fragil
0,2114,9.0,Sin descripcion
2,3508,8.9,Sin descripcion
4,3526,8.4,Sin descripcion
1,3508,1.0,Fragil
0,3358,2.2,Sin descripcion
2,1009,4.8,Fragil
1,3110,7.6,Sin descripcion
0,2483,6.0,Sin descripcion
3,61,2.0,Fragil
4,293,4.8,Sin descripcion
0,2467,3.3,Sin descripcion
1,3200,10.7,Sin descripcion
2,1393,3.6,Sin descripcion
2,2041,10.4,Sin descripcion
4,499,6.3,Sin descripcion
2,1046,2.7,Fragil
1,3140,5.8,Sin descripcion
4,506,3.3,Fragil
0,3326,8.8,Fragil
2,3351,1.4,Sin descripcion
0,3130,10.6,Fragil
0,3137,10.1,Sin descripcion
3,2350,9.6,Fragil
3,770,4.2,Fragil
3,638,1.0,Sin descripcion
2,12,2.6,Fragil
4,679,7.9,Fragil
0,3378,2.6,Sin descripcion
0,3520,10.7,Fragil
3,1732,4.6,Fragil
1,2017,5.6,Fragil
1,1881,2.2,Sin descripcion
3,2012,10.7,Fragil
1,145,4.5,Sin descripcion
0,3161,2.2,Fragil
0,2918,10.3,Sin descripcion
1,896,1.4,Sin descripcion
2,2493,7.8,Fragil
2,531,1.6,Fragil
1,3653,3.2,Sin descripcion
0,1236,3.5,Sin descripcion
1,1812,2.0,Fragil
1,400,9.3,Fragil
1,2732,3.8,Fragil
2,1525,7.6,Sin descripcion
3,2053,5.7,Sin descripcion
0,2812,6.6,Fragil
4,66,9.4,Fragil
3,1537,5.1,Sin descripcion
0,1450,4.8,Fragil
3,3456,2.5,Sin descripcion
4,2509,4.9,Sin descripcion
1,1715,9.3,Fragil
0,3661,4.9,Sin descripcion
1,1833,3.2,Fragil
0,551,10.5,Sin descripcion
0,3474,4.9,Fragil
2,3260,4.8,Sin descripcion
4,3264,9.4,Sin descripcion
1,855,1.0,Sin descripcion
0,3698,8.6,Sin descripcion
3,2562,7.5,Fragil
4,3163,3.2,Sin descripcion
1,3590,5.2,Fragil
2,662,4.4,Sin descripcion
0,1188,6.5,Fragil
0,1955,10.0,Fragil
2,2615,10.0,Fragil
3,2841,6.8,Sin descripcion
2,3337,7.6,Fragil
0,799,8.7,Fragil
3,1080,10.3,Fragil
1,913,7.0,Sin descripcion
1,3263,4.6,Sin descripcion
0,301,9.8,Sin descripcion
1,1737,4.4,Sin descripcion
4,3025,9.5,Fragil
2,1830,1.8,Fragil
3,523,1.8,Sin descripcion
4,999,2.1,Fragil
0,540,1.4,Fragil
0,746,5.9,Sin descripcion
1,262,9.9,Sin descripcion
1,3664,9.7,Sin descripcion
2,3275,7.5,Fragil
3,1555,10.0,Fragil
0,139,10.3,Sin descripcion
2,3413,6.0,Sin descripcion
2,1971,3.6,Fragil
0,356,10.6,Sin descripcion
0,3052,3.9,Fragil
3,384,9.0,Fragil
0,3418,7.3,Fragil
0,9,2.6,Fragil
3,77,7.6,Fragil
4,3006,8.3,Fragil
2,1069,8.4,Sin descripcion
3,3558,10.6,Sin descripcion
1,3546,3.0,Fragil
0,2449,7.2,Sin descripcion
1,511,4.1,Fragil
0,996,8.3,Sin descripcion
2,1111,9.1,Fragil
0,3576,6.2,Sin descripcion
1,3061,4.3,Sin descripcion
1,568,5.9,Sin descripcion
0,252,7.3,Fragil
3,123,6.5,Sin descripcion
3,2712,2.3,Sin descripcion
0,3013,1.4,Sin descripcion
0,2081,9.2,Sin descripcion
0,786,1.7,Fragil
2,3071,4.4,Sin descripcion
3,1523,2.7,Fragil
1,1551,1.4,Fragil
1,2657,8.9,Fragil
4,1452,5.1,Sin descripcion
1,1143,5.6,Sin descripcion
0,330,5.3,Sin descripcion
0,3068,10.7,Fragil
2,3546,1.3,Fragil
4,1266,6.0,Sin descripcion
2,198,2.5,Sin descripcion
0,2595,1.0,Fragil
1,1576,7.8,Fragil
4,3213,6.8,Sin descripcion
0,3616,3.0,Sin descripcion
1,1945,3.1,Sin descripcion
4,3489,5.8,Fragil
0,2119,2.0,Sin descripcion
1,3387,7.1,Sin descripcion
1,82,3.1,Fragil
4,253,8.9,Fragil
0,374,5.5,Fragil
0,1417,8.3,Fragil
2,1979,8.0,Fragil
1,3169,2.1,Sin descripcion
3,2918,7.8,Sin descripcion
3,2862,7.7,Fragil
2,1299,4.6,Fragil
2,2197,4.8,Fragil
2,648,6.4,Sin descripcion
3,455,6.8,Fragil
0,3294,4.5,Fragil
1,2391,8.0,Sin descripcion
1,11,6.4,Sin descripcion
3,2037,6.9,Sin descripcion
0,1654,2.5,Fragil
3,1937,8.7,Sin descripcion
1,1456,1.1,Fragil
2,3135,1.0,Fragil
0,2505,5.5,Fragil
0,3014,6.1,Fragil
0,2118,4.8,Sin descripcion
2,486,3.1,Fragil
1,1107,2.7,Sin descripcion
0,1693,7.6,Fragil
1,91,3.4,Sin descripcion
3,1789,2.0,Fragil
3,978,6.5,Fragil
0,3305,10.1,Fragil
2,1362,10.2,Fragil
1,412,10.5,Sin descripcion
1,435,8.6,Sin descripcion
1,2420,3.6,Sin descripcion
0,1455,6.5,Fragil
2,1559,5.4,Sin descripcion
3,3415,4.3,Fragil
4,22,6.3,Sin descripcion
3,1903,2.3,Sin descripcion
0,537,2.0,Sin descripcion
1,682,7.7,Fragil
1,752,4.9,Fragil
2,3566,6.6,Fragil
2,1722,10.2,Sin descripcion
2,158,4.6,Sin descripcion
0,3347,3.9,Sin descripcion
1,3017,8.3,Fragil
3,3333,5.2,Sin descripcion
1,1318,6.5,Fragil
1,588,1.7,Fragil
2,2738,6.0,Fragil
1,562,10.8,Sin descripcion
1,526,6.1,Fragil
0,3168,2.1,Fragil
0,3029,6.0,Sin descripcion
0,2459,2.4,Sin descripcion
0,308,6.1,Sin descripcion
3,2216,9.2,Fragil
0,3001,9.8,Sin descripcion
1,3699,3.6,Fragil
2,172,4.6,Sin descripcion
2,3350,1.6,Fragil
1,3645,8.9,Fragil
0,2135,8.8,Fragil
2,2635,10.6,Sin descripcion
0,2369,5.0,Fragil
3,1730,10.6,Fragil
1,1644,2.7,Sin descripcion
1,3158,1.2,Fragil
1,2492,6.6,Fragil
0,1345,4.6,Sin descripcion
2,3615,1.5,Fragil
1,3077,1.7,Sin descripcion
3,941,3.3,Fragil
0,1892,10.6,Sin descripcion
2,3249,8.7,Sin descripcion
2,3316,8.2,Fragil
0,212,8.9,Fragil
4,1527,7.9,Sin descripcion
0,1722,6.2,Fragil
0,843,10.9,Sin descripcion
2,559,4.4,Fragil
0,516,4.2,Sin descripcion
0,1524,2.5,Sin descripcion
2,1319,2.2,Sin descripcion
4,3355,1.3,Fragil
1,1272,7.4,Sin descripcion
2,3381,3.5,Sin descripcion
2,2497,7.4,Sin descripcion
0,839,4.1,Fragil
2,3662,9.7,Fragil
2,49,8.1,Sin descripcion
1,2155,10.3,Fragil
0,376,3.3,Fragil
0,1875,9.4,Fragil
2,2221,1.3,Sin descripcion
1,1002,8.8,Fragil
0,76,3.2,Fragil
3,2189,6.2,Sin descripcion
0,1748,3.1,Fragil
2,1109,4.6,Sin descripcion
4,3631,9.5,Sin descripcion
0,3003,1.3,Fragil
1,1556,1.2,Sin descripcion
2,3340,7.0,Fragil
1,291,2.2,Fragil
2,3243,5.1,Fragil
2,3201,8.5,Sin descripcion
1,1906,9.8,Fragil
1,1423,9.4,Sin descripcion
2,3247,1.6,Fragil
1,84,3.0,Fragil
0,3143,9.0,Sin descripcion
3,3179,10.9,Fragil
3,490,6.2,Sin descripcion
0,2103,7.6,Fragil
2,3489,1.3,Sin descripcion
0,78,4.5,Fragil
0,3722,6.6,Fragil
3,2521,4.6,Fragil
0,2999,3.4,Fragil
1,192,6.6,Fragil
1,3368,1.0,Sin descripcion
0,2515,9.6,Fragil
1,3436,6.3,Fragil
3,2281,6.1,Fragil
1,1179,1.4,Fragil
0,3253,7.0,Fragil
1,2550,3.2,Sin descripcion
4,1021,10.3,Fragil
0,3250,10.5,Fragil
3,14,1.1,Fragil
0,291,9.5,Sin descripcion
0,1162,7.6,Fragil
3,2992,1.1,Fragil
1,998,2.4,Sin descripcion
1,860,5.1,Sin descripcion
3,3115,3.8,Sin descripcion
3,378,10.6,Fragil
0,1706,5.0,Fragil
2,2412,8.1,Fragil
1,1762,9.3,Sin descripcion
2,997,5.4,Sin descripcion
1,119,6.0,Fragil
0,3715,2.8,Fragil
1,1021,2.5,Sin descripcion
0,3661,4.9,Sin descripcion
1,1618,2.2,Sin descripcion
0,276,2.8,Fragil
2,2537,3.5,Sin descripcion
2,3092,9.6,Sin descripcion
0,392,3.1,Sin descripcion
2,3508,8.9,Sin descripcion
1,787,3.7,Fragil
2,938,8.3,Sin descripcion
0,3036,1.0,Sin descripcion
2,1214,7.2,Fragil
3,199,5.9,Sin descripcion
0,830,8.4,Fragil
0,1586,4.2,Sin descripcion
1,3714,10.0,Sin descripcion
0,90,8.6,Fragil
0,1302,8.3,Sin descripcion
3,3263,7.3,Fragil
1,3178,9.0,Fragil
1,2861,4.7,Sin descripcion
2,3370,2.7,Sin descripcion
0,1991,2.7,Fragil
1,237,7.5,Sin descripcion
0,1642,3.8,Fragil
0,2292,6.6,Fragil
1,487,7.0,Fragil
1,1754,9.2,Fragil
0,1015,2.5,Sin descripcion
1,3672,1.8,Sin descripcion
0,2580,9.3,Fragil
2,3304,7.7,Sin descripcion
0,3073,8.4,Fragil
0,1472,5.1,Fragil
1,2324,2.4,Sin descripcion
0,3583,8.8,Sin descripcion
1,3651,9.6,Sin descripcion
4,124,4.3,Fragil
2,3152,1.7,Fragil
3,2840,10.9,Fragil
1,3048,10.9,Sin descripcion
0,2132,10.1,Sin descripcion
2,1700,1.5,Fragil
1,3472,5.5,Sin descripcion
1,2614,1.1,Fragil
1,410,7.3,Sin descripcion
0,3076,7.6,Fragil
1,285,4.7,Sin descripcion
3,2982,7.3,Fragil
0,536,8.9,Sin descripcion
0,1508,8.5,Sin descripcion
1,3386,7.6,Fragil
2,3085,2.1,Fragil
0,2601,8.7,Fragil
2,2909,3.2,Sin descripcion
0,3647,4.9,Sin descripcion
1,3665,7.7,Fragil
3,3552,9.7,Sin descripcion
3,126,2.7,Sin descripcion
1,124,5.3,Sin descripcion
1,1461,5.6,Fragil
1,3415,6.5,Fragil
1,3463,5.2,Sin descripcion
1,472,6.3,Sin descripcion
4,2207,5.4,Fragil
0,3622,6.7,Fragil
1,986,8.9,Fragil
2,3127,1.8,Fragil
2,3168,8.3,Sin descripcion
0,664,2.6,Fragil
0,2680,3.2,Fragil
0,2126,3.2,Fragil
1,3449,5.6,Sin descripcion
2,400,4.7,Sin descripcion
0,1582,2.9,Sin descripcion
3,3543,10.8,Fragil
1,3586,7.9,Sin descripcion
3,1844,6.8,Sin descripcion
1,2939,9.1,Fragil
0,523,7.2,Sin descripcion
1,531,2.5,Sin descripcion
0,1255,8.1,Fragil
2,132,2.8,Fragil
3,1005,3.9,Sin descripcion
2,3092,9.6,Sin descripcion
1,524,2.7,Sin descripcion
1,20,3.2,Sin descripcion
2,1695,9.1,Fragil
2,1480,8.9,Sin descripcion
0,436,3.9,Fragil
0,3097,3.8,Fragil
2,1712,7.5,Fragil
2,2540,4.9,Fragil
1,670,3.8,Fragil
0,1952,10.1,Sin descripcion
2,978,10.7,Sin descripcion
3,17,1.5,Sin descripcion
1,3123,10.8,Fragil
1,3115,2.0,Fragil
0,3295,4.8,Sin descripcion
1,1639,6.8,Sin descripcion
1,3437,3.1,Fragil
2,3631,10.2,Fragil
1,635,3.3,Fragil
1,2237,5.6,Fragil
2,3281,2.1,Sin descripcion
4,1326,3.7,Fragil
1,3436,6.3,Fragil
0,1173,4.8,Fragil
2,2980,9.0,Sin descripcion
2,3554,2.7,Sin descripcion
3,3608,2.5,Sin descripcion
2,1764,2.1,Sin descripcion
3,3158,6.6,Fragil
2,2477,1.4,Sin descripcion
0,3126,3.1,Fragil
1,3124,6.9,Fragil
1,2329,6.3,Sin descripcion
3,91,7.7,Sin descripcion
0,2932,10.8,Fragil
0,294,8.7,Sin descripcion
1,2179,2.1,Fragil
3,2440,8.2,Sin descripcion
0,3626,7.0,Fragil
4,3395,10.1,Sin descripcion
2,3562,9.9,Sin descripcion
3,598,1.8,Sin descripcion
3,3472,10.1,Sin descripcion
0,3012,6.7,Fragil
0,1437,4.0,Fragil
0,474,1.2,Sin descripcion
4,817,5.0,Fragil
1,2731,4.9,Fragil
0,2008,5.6,Fragil
1,3220,4.8,Fragil
2,1196,3.8,Fragil
2,1930,3.3,Sin descripcion
2,2488,10.9,Fragil
0,507,1.4,Fragil
0,2380,4.3,Sin descripcion
0,1254,1.9,Sin descripcion
0,2303,9.9,Fragil
0,3364,1.8,Sin descripcion
3,494,7.9,Fragil
1,2184,9.5,Sin descripcion
3,473,1.7,Fragil
1,2321,5.9,Fragil
1,961,8.0,Sin descripcion
0,2732,8.5,Sin descripcion
0,818,6.9,Fragil
0,1329,4.9,Fragil
2,3552,8.0,Fragil
2,688,5.8,Sin descripcion
2,168,6.3,Sin descripcion
0,2093,7.7,Fragil
3,2442,10.2,Sin descripcion
2,2045,7.0,Sin descripcion
0,3654,7.4,Sin descripcion
3,541,1.3,Fragil
1,3228,2.5,Sin descripcion
3,23,6.6,Sin descripcion
1,831,10.7,Sin descripcion
2,3447,7.2,Sin descripcion
1,3053,9.7,Fragil
3,1026,3.2,Sin descripcion
2,3449,8.2,Fragil
3,2829,10.1,Sin descripcion
2,1984,2.8,Fragil
0,2565,4.6,Fragil
1,3635,10.8,Fragil
0,3285,10.5,Sin descripcion
0,1588,1.4,Sin descripcion
1,1690,7.2,Fragil
0,443,10.2,Sin descripcion
1,2157,10.2,Sin descripcion
1,98,10.3,Fragil
0,958,3.1,Fragil
0,3213,8.9,Fragil
0,2792,1.3,Fragil
0,858,6.1,Sin descripcion
4,3080,5.5,Fragil
0,2061,5.9,Sin descripcion
0,675,2.5,Fragil
2,3431,4.9,Sin descripcion
0,3290,1.6,Sin descripcion
0,70,10.5,Sin descripcion
1,3078,3.0,Sin descripcion
0,3593,7.1,Sin descripcion
1,3105,4.5,Fragil
0,29,1.4,Sin descripcion
1,3453,1.4,Fragil
3,901,4.2,Sin descripcion
1,3155,3.4,Fragil
1,384,7.0,Sin descripcion
2,644,4.4,Fragil
2,3284,4.0,Fragil
2,3276,5.6,Fragil
3,1342,8.9,Fragil
1,3414,4.4,Sin descripcion
0,2619,2.5,Fragil
0,587,8.3,Sin descripcion
2,2281,1.1,Sin descripcion
1,3641,1.4,Fragil
1,3287,5.2,Sin descripcion
0,173,8.2,Fragil
4,1043,10.4,Fragil
0,2436,2.1,Fragil
1,2793,6.8,Fragil
0,1098,6.1,Fragil
0,2637,4.3,Sin descripcion
0,3330,6.2,Fragil
0,554,4.2,Sin descripcion
1,1130,3.7,Sin descripcion
0,835,9.6,Sin descripcion
3,3380,7.2,Fragil
0,1356,5.0,Sin descripcion
1,2101,5.3,Sin descripcion
3,3378,10.2,Sin descripcion
1,3370,10.1,Fragil
1,3104,8.3,Fragil
2,517,4.8,Sin descripcion
0,315,7.1,Sin descripcion
0,3556,1.2,Sin descripcion
0,2869,9.3,Fragil
1,1890,5.4,Sin descripcion
0,3580,6.6,Sin descripcion
1,1704,8.6,Sin descripcion
0,3197,9.4,Sin descripcion
1,3571,7.0,Sin descripcion
0,2342,2.7,Fragil
2,336,7.2,Fragil
3,831,6.5,Fragil
1,829,3.7,Sin descripcion
1,3109,1.8,Fragil
2,3594,9.3,Sin descripcion
3,2454,4.5,Fragil
3,1096,4.1,Fragil
1,2494,6.2,Sin descripcion
1,3566,2.7,Sin descripcion
3,3502,7.4,Fragil
1,758,8.3,Sin descripcion
1,68,5.5,Fragil
2,3684,10.7,Fragil
1,395,7.5,Sin descripcion
2,3484,2.2,Fragil
1,1082,1.5,Sin descripcion
1,3268,8.3,Fragil
2,2223,4.9,Fragil
1,3657,1.8,Fragil
2,2634,8.3,Fragil
1,1900,10.2,Fragil
2,2361,7.6,Sin descripcion
2,3254,7.0,Fragil
2,1851,9.8,Sin descripcion
4,1923,8.8,Fragil
1,2678,2.8,Fragil
1,1994,5.7,Fragil
3,2817,7.9,Fragil
1,2923,4.5,Fragil
0,846,3.3,Fragil
1,3690,7.1,Sin descripcion
0,684,7.3,Fragil
2,1952,10.0,Fragil
0,1828,8.7,Sin descripcion
0,209,4.1,Sin descripcion
0,2476,9.2,Fragil
2,1906,1.1,Fragil
0,2438,2.1,Fragil
1,57,9.5,Sin descripcion
0,1504,10.8,Sin descripcion
4,2174,9.1,Sin descripcion
1,2222,4.0,Sin descripcion
1,1567,9.5,Fragil
2,967,2.0,Fragil
0,3326,8.8,Fragil
0,922,7.9,Sin descripcion
3,1395,1.3,Sin descripcion
1,1278,5.7,Sin descripcion
2,614,3.6,Fragil
2,1831,6.6,Sin descripcion
3,2990,3.3,Fragil
1,3513,6.5,Sin descripcion
0,3560,1.5,Fragil
0,2927,9.1,Sin descripcion
0,2581,9.6,Sin descripcion
0,1845,8.9,Sin descripcion
2,3270,2.7,Sin descripcion
4,580,2.9,Fragil
0,3644,6.5,Fragil
1,1273,8.0,Sin descripcion
0,6,1.5,Fragil
0,2474,2.6,Sin descripcion
0,3181,3.5,Sin descripcion
2,2047,10.3,Sin descripcion
3,1143,1.4,Fragil
0,2446,10.3,Fragil
1,1125,5.2,Fragil
1,853,3.2,Fragil
2,1614,6.6,Fragil
2,3588,7.2,Sin descripcion
1,3080,5.8,Sin descripcion
3,3293,5.0,Fragil
0,2799,1.3,Fragil
2,73,10.2,Fragil
1,3446,1.5,Fragil
0,1117,2.7,Sin descripcion
0,297,7.4,Sin descripcion
0,1424,10.2,Sin descripcion
0,3162,3.8,Sin descripcion
1,2626,6.2,Sin descripcion
1,2027,6.5,Sin descripcion
0,283,4.6,Fragil
0,2025,4.3,Sin descripcion
2,115,8.9,Fragil
2,1556,5.3,Sin descripcion
1,3697,2.1,Fragil
1,3674,9.2,Sin descripcion
4,941,6.7,Sin descripcion
0,3618,2.3,Fragil
0,3227,3.7,Fragil
1,2948,5.7,Sin descripcion
0,3416,2.9,Fragil
0,3363,3.1,Sin descripcion
2,5,8.0,Fragil
2,2957,7.7,Sin descripcion
0,2021,10.7,Sin descripcion
0,3520,10.7,Fragil
0,921,2.8,Fragil
1,3306,9.5,Fragil
0,3721,3.3,Fragil
0,3477,1.7,Sin descripcion
3,754,1.0,Sin descripcion
0,2931,6.0,Sin descripcion
1,2162,1.2,Sin descripcion
2,1506,5.3,Sin descripcion
0,3291,3.1,Fragil
2,2172,10.1,Sin descripcion
2,1210,1.1,Fragil
3,3484,7.6,Sin descripcion
2,2986,1.1,Fragil
0,1107,8.9,Sin descripcion
2,1508,7.4,Sin descripcion
2,1230,6.4,Sin descripcion
0,1040,5.9,Sin descripcion
4,3282,10.3,Fragil
0,3273,10.8,Fragil
2,458,3.4,Sin descripcion
0,3670,1.3,Sin descripcion
1,1718,8.7,Fragil
1,2018,4.9,Sin descripcion
3,3588,3.3,Fragil
0,3170,4.9,Fragil
0,2120,4.9,Fragil
4,298,9.4,Fragil
0,2522,9.0,Sin descripcion
3,485,5.8,Sin descripcion
0,2514,4.9,Sin descripcion
0,1333,7.9,Fragil
0,560,8.3,Sin descripcion
1,0,9.9,Fragil
4,3598,3.4,Fragil
0,3290,1.6,Sin descripcion
1,3415,6.5,Fragil
2,3373,1.2,Sin descripcion
1,548,5.9,Fragil
1,1288,4.7,Fragil
0,350,1.9,Sin descripcion
1,1206,4.3,Fragil
0,401,2.5,Fragil
0,1740,4.4,Fragil
0,1854,6.8,Fragil
3,3270,6.8,Sin descripcion
3,1070,10.8,Fragil
3,3495,3.0,Fragil
2,351,10.6,Sin descripcion
0,335,9.2,Fragil
1,768,3.4,Fragil
0,2693,9.2,Fragil
0,3608,3.7,Fragil
1,2735,8.4,Fragil
3,3645,1.9,Sin descripcion
1,1242,8.1,Sin descripcion
2,3592,4.1,Sin descripcion
0,2662,2.4,Sin descripcion
1,1201,8.0,Fragil
2,1795,10.9,Fragil
2,2096,8.3,Fragil
1,766,10.1,Fragil
0,3257,6.3,Fragil
0,3613,7.4,Sin descripcion
0,2156,5.0,Fragil
2,337,5.9,Sin descripcion
2,913,1.8,Fragil
0,1324,6.1,Sin descripcion
0,58,6.6,Sin descripcion
0,3082,8.0,Sin descripcion
1,2108,4.6,Fragil
0,2699,9.9,Fragil
1,3554,9.8,Sin descripcion
3,1329,3.3,Fragil
2,2918,6.8,Fragil
2,254,6.1,Sin descripcion
3,1703,8.3,Sin descripcion
1,326,4.9,Sin descripcion
0,2731,2.9,Sin descripcion
0,3657,7.5,Sin descripcion
0,1595,8.9,Fragil
0,128,9.8,Fragil
3,1539,3.6,Sin descripcion
0,1596,5.4,Fragil
0,1947,6.2,Fragil
3,3562,3.4,Sin descripcion
1,2428,8.6,Sin descripcion
2,2442,10.5,Fragil
0,1142,4.4,Sin descripcion
1,2859,9.2,Fragil
1,756,3.6,Fragil
2,2627,8.0,Sin descripcion
1,3720,9.6,Sin descripcion
3,353,2.7,Fragil
3,2444,1.7,Sin descripcion
1,2692,6.1,Fragil
1,1404,4.7,Sin descripcion
1,3698,7.3,Sin descripcion
3,157,6.0,Sin descripcion
1,3711,5.9,Fragil
0,2671,2.1,Fragil
2,3110,7.9,Sin descripcion
0,904,7.0,Sin descripcion
1,3715,5.1,Sin descripcion
1,1513,1.1,Fragil
2,3020,2.6,Fragil
0,3343,1.7,Fragil
1,1011,7.7,Fragil
2,3184,1.4,Sin descripcion
0,2657,6.6,Sin descripcion
1,2037,5.0,Fragil
2,3609,8.8,Sin descripcion
0,2293,6.0,Sin descripcion
0,3614,7.6,Fragil
1,3128,2.8,Sin descripcion
3,2488,10.9,Sin descripcion
3,301,2.1,Fragil
0,3028,3.6,Fragil
2,1301,7.6,Fragil
1,3129,1.7,Fragil
2,506,4.1,Sin descripcion
0,1894,6.5,Sin descripcion
0,3458,6.9,Fragil
1,1966,2.5,Fragil
0,1482,8.7,Fragil
0,3652,7.6,Sin descripcion
0,1989,9.6,Sin descripcion
2,1025,5.6,Sin descripcion
2,2148,2.8,Fragil
0,3278,1.3,Fragil
0,1975,10.2,Fragil
1,785,6.9,Sin descripcion
2,664,3.6,Sin descripcion
0,3220,5.1,Fragil
3,3311,2.1,Sin descripcion
3,1394,9.4,Fragil
0,897,2.3,Sin descripcion
0,3625,7.5,Sin descripcion
0,3656,2.1,Fragil
4,492,4.8,Sin descripcion
2,1369,7.8,Fragil
2,2131,9.4,Sin descripcion
2,56,7.3,Sin descripcion
0,2190,7.0,Sin descripcion
2,1649,5.3,Sin descripcion
0,179,1.1,Sin descripcion
4,3094,9.2,Fragil
0,2385,1.0,Sin descripcion
0,3537,3.8,Fragil
0,200,8.2,Fragil
1,1244,8.7,Sin descripcion
3,3087,5.6,Sin descripcion
0,1832,5.7,Sin descripcion
4,1572,1.0,Fragil
3,948,7.1,Fragil
0,657,9.0,Sin descripcion
1,1899,4.4,Sin descripcion
1,1381,1.7,Fragil
0,3057,8.2,Fragil
0,1121,3.6,Fragil
0,659,2.3,Fragil
2,3613,4.6,Fragil
0,1647,1.4,Fragil
0,1249,3.0,Sin descripcion
1,1855,2.3,Fragil
2,1504,6.2,Fragil
0,3000,5.6,Fragil
0,2108,10.4,Fragil
0,3092,10.5,Fragil
0,2397,10.7,Sin descripcion
0,2130,8.7,Sin descripcion
2,2568,9.3,Sin descripcion
1,2610,5.1,Fragil
3,3287,5.0,Sin descripcion
1,2646,3.5,Sin descripcion
1,2804,1.9,Sin descripcion
4,1685,3.2,Sin descripcion
0,2501,8.5,Sin descripcion
1,3215,6.3,Sin descripcion
2,365,7.7,Fragil
1,2978,7.7,Sin descripcion
0,1466,3.2,Fragil
1,111,2.1,Sin descripcion
0,3372,1.4,Fragil
1,1604,10.0,Sin descripcion
1,978,2.2,Sin descripcion
3,3117,2.6,Sin descripcion
2,1303,9.8,Sin descripcion
1,2698,10.7,Fragil
0,2374,4.9,Sin descripcion
2,2520,3.0,Sin descripcion
3,3218,6.2,Fragil
2,2828,5.7,Fragil
1,311,3.5,Sin descripcion
0,2405,9.3,Fragil
1,1864,5.4,Fragil
1,3341,5.1,Fragil
1,250,4.4,Fragil
0,1951,7.6,Sin descripcion
3,248,5.6,Fragil
2,712,8.5,Sin descripcion
3,352,8.3,Fragil
2,1475,4.5,Sin descripcion
1,1145,10.6,Sin descripcion
1,3532,9.6,Sin descripcion
3,933,7.8,Sin descripcion
4,3181,9.1,Sin descripcion
3,998,4.9,Sin descripcion
0,3713,8.7,Sin descripcion
3,3349,3.7,Sin descripcion
2,3230,10.4,Sin descripcion
2,844,1.9,Sin descripcion
0,3319,6.2,Sin descripcion
3,2627,7.2,Sin descripcion
0,416,7.5,Fragil
2,3665,5.6,Fragil
1,3036,1.1,Fragil
1,3164,4.8,Fragil
0,1514,8.5,Sin descripcion
0,2820,8.6,Sin descripcion
2,2862,1.0,Fragil
2,253,8.1,Fragil
2,2853,2.8,Sin descripcion
0,183,1.7,Sin descripcion
1,1856,6.4,Fragil
1,1225,8.6,Fragil
3,2050,2.1,Sin descripcion
0,2673,2.3,Fragil
0,994,4.7,Fragil
0,2183,9.3,Sin descripcion
0,3726,7.4,Fragil
1,869,10.7,Sin descripcion
1,2003,7.1,Fragil
1,3354,4.0,Fragil
0,3139,10.7,Sin descripcion
2,2499,6.2,Fragil
0,954,8.5,Fragil
0,352,6.2,Fragil
4,979,3.1,Sin descripcion
0,3206,7.0,Fragil
1,1542,4.8,Fragil
3,1453,6.3,Fragil
4,3239,5.7,Fragil
0,476,10.7,Sin descripcion
2,1748,10.0,Sin descripcion
1,1286,9.0,Sin descripcion
0,3340,4.5,Sin descripcion
2,3662,9.7,Fragil
4,1760,5.2,Sin descripcion
3,3055,5.1,Fragil
0,425,8.6,Sin descripcion
1,1887,6.2,Sin descripcion
1,1401,7.5,Sin descripcion
0,700,9.4,Sin descripcion
4,2796,6.5,Fragil
1,875,6.1,Sin descripcion
4,2930,8.1,Sin descripcion
0,690,7.6,Sin descripcion
0,2046,8.5,Fragil
1,3035,9.7,Sin descripcion
2,2298,3.9,Fragil
1,2584,4.3,Fragil
0,3315,3.6,Sin descripcion
0,2746,7.5,Sin descripcion
2,702,4.6,Fragil
1,2652,7.1,Fragil
1,1859,1.7,Sin descripcion
1,2971,2.9,Sin descripcion
0,1605,1.3,Fragil
0,1308,8.1,Fragil
0,1056,5.5,Sin descripcion
2,3032,2.8,Fragil
2,2142,8.7,Sin descripcion
0,2191,1.1,Fragil
2,1000,10.9,Sin descripcion
0,3176,1.0,Sin descripcion
0,1769,3.1,Sin descripcion
4,1590,8.9,Fragil
2,3100,7.9,Sin descripcion
